Employee ID,Date of Joining,Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate
fffe32003400310033003800,27-12-2008,Male,Service,Yes,1,3,5.1,0.38
fffe32003200330036003700,07-04-2008,Female,Service,No,0,1,1.9,0.08
fffe3600320037003400,15-03-2008,Male,Product,Yes,2,4,5.5,0.49
fffe31003300350030003200,31-12-2008,Male,Product,No,0,2,,0.3
fffe33003000300031003100,11-01-2008,Male,Product,No,3,5,6.9,0.5
fffe31003500310034003200,21-03-2008,Female,Service,Yes,1,3,6.6,0.43
fffe31003200330038003800,24-07-2008,Male,Product,No,1,3,5.6,0.41
fffe31003000350033003400,08-09-2008,Male,Product,No,3,6,8.2,0.69
fffe31003300370038003400,14-05-2008,Female,Product,Yes,4,8,6.4,0.52
fffe31003000380034003100,31-12-2008,Female,Service,Yes,1,,6.5,0.43
fffe31003700340033003000,16-06-2008,Male,Service,No,2,5,,0.63
fffe31003300380031003000,29-06-2008,Male,Product,Yes,2,6,,0.73
fffe32003400320038003000,25-08-2008,Male,Product,No,1,1,3.8,0.29
fffe3600330032003100,27-06-2008,Female,Service,Yes,2,4,,0.38
fffe33003300310034003900,26-06-2008,Female,Product,No,3,6,8.2,0.88
fffe31003700300039003300,06-01-2008,Male,Product,No,3,6,4.3,0.37
fffe31003900310030003100,26-11-2008,Male,Service,No,3,4,5.2,0.45
fffe32003500320033003200,21-09-2008,Male,Service,Yes,3,6,8.3,0.66
fffe32003500350032003400,01-08-2008,Female,Product,No,3,6,6.1,0.56
fffe3400300036003800,11-04-2008,Female,Product,No,2,,2.8,0.16
fffe31003100340032003200,22-01-2008,Female,Service,No,2,5,6.6,0.53
fffe390032003900,11-07-2008,Male,Product,Yes,3,5,6.2,0.42
fffe31003400320032003700,21-02-2008,Female,Service,Yes,1,3,6,0.41
fffe32003400390032003700,24-11-2008,Male,Service,No,4,7,8.5,0.68
fffe33003100350032003400,13-11-2008,Female,Service,Yes,3,6,5.9,0.39
fffe31003300360030003500,31-12-2008,Female,Service,No,2,5,7.3,0.52
fffe33003400360038003200,29-12-2008,Female,Service,Yes,2,7,7.5,0.74
fffe3500300037003200,27-04-2008,Female,Product,No,0,1,2.6,0.16
fffe32003000360038003700,10-04-2008,Female,Product,Yes,2,6,6.4,0.6
fffe31003100340032003900,10-10-2008,Female,Service,Yes,2,4,,0.34
fffe31003200390035003000,04-08-2008,Female,Product,No,4,9,7.5,0.77
fffe31003600370039003900,06-03-2008,Male,Service,No,1,,4.2,0.29
fffe31003700350033003800,31-01-2008,Female,Service,Yes,2,4,,0.31
fffe32003300370039003500,06-02-2008,Female,Product,Yes,3,5,6.3,0.56
fffe31003000370033003200,09-06-2008,Female,Service,Yes,1,3,4.6,0.23
fffe32003200360030003600,15-07-2008,Female,Product,Yes,1,2,2.5,0.17
fffe3900360035003700,31-12-2008,Male,Service,No,4,7,5.8,0.56
fffe340038003200,26-06-2008,Male,Product,No,1,1,4.2,0.28
fffe33003400350034003800,07-01-2008,Female,Product,Yes,1,3,5.8,0.39
fffe32003900350035003000,20-03-2008,Female,Service,No,3,6,6.8,0.65
fffe3400380034003500,16-08-2008,Male,Service,Yes,2,5,7.9,0.6
fffe35003700,23-11-2008,Male,Service,No,3,6,8.4,0.65
fffe31003100370038003000,09-12-2008,Female,Service,Yes,2,4,4.6,
fffe32003100340039003100,30-09-2008,Female,Service,Yes,2,3,3.1,0.1
fffe32003400330039003400,04-06-2008,Male,Service,No,5,9,9.1,0.9
fffe32003700380034003500,21-11-2008,Female,Product,No,3,4,5.1,0.44
fffe3300350037003900,03-08-2008,Female,Service,No,1,4,5.2,
fffe3300350032003200,02-12-2008,Male,Service,Yes,3,7,7.4,0.72
fffe3100310033003900,27-03-2008,Female,Product,No,5,9,8.4,0.84
fffe33003400370036003400,16-11-2008,Male,Service,Yes,2,4,6.1,0.42
fffe31003200370037003300,22-01-2008,Male,Service,Yes,2,6,7.7,0.58
fffe31003700390030003700,30-03-2008,Female,Service,Yes,3,4,5,0.42
fffe32003500330033003200,23-08-2008,Female,Service,No,2,5,5.9,0.51
fffe32003600370034003400,20-01-2008,Male,Service,No,0,2,4,0.26
fffe32003200320035003400,26-08-2008,Female,Service,Yes,3,6,8.4,0.7
fffe3100340037003800,11-04-2008,Male,Product,No,1,,4.7,0.35
fffe32003900330038003300,29-07-2008,Female,Service,Yes,4,6,5.8,0.52
fffe31003000390030003000,03-05-2008,Female,Product,Yes,1,3,,0.24
fffe3200340038003700,04-09-2008,Female,Product,No,3,7,6.3,0.54
fffe3700330035003500,26-10-2008,Male,Service,Yes,1,2,5.8,0.36
fffe33003000300033003400,07-04-2008,Male,Service,No,3,6,6.4,0.51
fffe3300360031003900,01-02-2008,Male,Product,No,3,6,6.2,0.61
fffe32003900330037003100,18-06-2008,Female,Service,Yes,3,5,4.5,0.33
fffe31003800370038003000,24-06-2008,Male,Service,Yes,2,5,6.5,0.41
fffe31003300370030003200,02-05-2008,Male,Product,No,3,6,6.6,0.56
fffe32003800380035003300,22-11-2008,Male,Product,Yes,2,4,6.9,0.48
fffe31003000390031003800,05-05-2008,Male,Service,Yes,1,3,5.6,
fffe32003300370037003500,05-04-2008,Female,Service,Yes,2,4,5.4,0.33
fffe32003400350035003700,14-01-2008,Male,Service,No,4,8,7.6,0.73
fffe33003000380038003500,18-06-2008,Female,Service,No,4,8,7.5,0.53
fffe31003400320032003900,01-09-2008,Female,Product,Yes,2,3,4.4,0.39
fffe33003000380034003200,12-01-2008,Male,Service,No,3,5,7.8,0.61
fffe3400300033003300,21-06-2008,Male,Service,No,3,7,8,0.71
fffe32003400380037003000,02-11-2008,Female,Service,No,4,8,8.6,0.74
fffe31003200370035003600,28-04-2008,Female,Service,No,3,8,,0.76
fffe32003400340035003700,29-07-2008,Female,Service,No,0,1,3.8,0.19
fffe31003500330034003900,27-07-2008,Female,Service,Yes,3,5,5.9,0.48
fffe32003700360035003000,26-07-2008,Male,Service,No,3,7,8.8,0.84
fffe3900390035003600,06-11-2008,Female,Product,No,2,4,5.5,0.36
fffe3100390034003200,26-12-2008,Female,Service,Yes,2,4,5.9,0.39
fffe33003000350035003900,12-02-2008,Male,Service,Yes,1,1,1,0
fffe31003000340035003600,08-02-2008,Female,Service,Yes,1,3,5.4,0.35
fffe3900360031003100,03-10-2008,Female,Service,Yes,1,3,,0.38
fffe3200320034003100,15-01-2008,Male,Service,Yes,2,3,4.6,0.27
fffe3900390036003000,25-04-2008,Female,Service,Yes,3,5,5.2,0.44
fffe31003300390036003300,29-03-2008,Male,Service,No,0,,,0.22
fffe31003500360039003100,18-01-2008,Male,Product,No,4,9,8.9,0.76
fffe32003700380037003300,14-05-2008,Male,Product,No,1,4,6.6,0.54
fffe32003300330037003000,20-01-2008,Male,Product,No,2,4,5.6,0.52
fffe3700340030003800,19-12-2008,Male,Product,Yes,1,4,4.7,0.32
fffe33003000340034003000,10-11-2008,Female,Service,Yes,0,1,1.8,0.12
fffe32003000360035003900,17-10-2008,Female,Service,Yes,1,3,5.5,0.36
fffe3500360031003100,14-02-2008,Female,Service,No,2,4,,0.39
fffe31003200320037003100,22-06-2008,Female,Product,Yes,1,4,4.4,0.31
fffe31003900310033003400,07-01-2008,Male,Service,No,2,3,4.2,0.25
fffe3800330034003100,10-06-2008,Male,Product,Yes,2,4,5.9,
fffe31003400310033003900,04-08-2008,Female,Service,No,3,6,6.4,0.62
fffe31003700320031003400,27-12-2008,Female,Service,No,3,5,7.7,0.58
fffe32003100350038003100,15-01-2008,Female,Product,Yes,0,1,3.3,0.16
fffe32003100380038003500,20-06-2008,Female,Service,Yes,1,,6.1,0.37
fffe31003300330035003400,20-03-2008,Female,Service,No,2,6,6.6,0.59
fffe33003300370030003000,02-02-2008,Female,Product,Yes,1,4,6.3,0.41
fffe31003200300030003100,20-10-2008,Male,Product,Yes,1,1,5,0.27
fffe3300340035003800,04-10-2008,Female,Product,Yes,3,7,9,0.82
fffe31003300330038003500,20-04-2008,Female,Service,Yes,2,,5.9,0.41
fffe32003200350032003300,01-11-2008,Male,Product,Yes,1,3,6,0.45
fffe32003500370038003700,18-08-2008,Female,Service,No,1,4,4.7,0.36
fffe31003000350037003200,15-11-2008,Male,Product,Yes,3,6,7.2,0.65
fffe350034003100,29-05-2008,Male,Service,No,4,9,9.3,0.77
fffe32003500320032003400,09-04-2008,Male,Service,No,2,5,5.7,0.37
fffe33003300300030003600,18-05-2008,Female,Product,Yes,2,4,3.4,0.25
fffe33003400340039003100,07-09-2008,Female,Service,Yes,2,3,5,0.27
fffe32003300390036003900,12-09-2008,Male,Service,Yes,1,3,4.6,0.37
fffe31003000300035003000,19-09-2008,Male,Product,Yes,3,4,,0.47
fffe33003400360034003700,31-05-2008,Male,Service,Yes,1,2,4.5,0.26
fffe32003300380036003300,01-09-2008,Female,Product,Yes,1,2,3.1,0.19
fffe33003100390033003700,01-03-2008,Male,Service,Yes,2,4,5.8,0.49
fffe31003700390032003600,01-02-2008,Female,Service,No,1,,5,0.3
fffe3400370036003200,29-03-2008,Male,Service,Yes,3,5,6.3,0.48
fffe33003400370039003700,12-03-2008,Female,Product,Yes,1,3,6.5,0.48
fffe32003900300034003800,22-03-2008,Female,Service,Yes,2,4,5.6,0.49
fffe3400350034003500,06-12-2008,Female,Product,Yes,2,3,3.9,0.27
fffe32003500360035003900,31-05-2008,Male,Service,No,4,8,7.4,0.66
fffe3800320035003100,02-02-2008,Female,Service,No,2,6,,0.59
fffe3100370033003900,31-10-2008,Female,Product,No,1,2,1.2,0.01
fffe31003700340031003300,15-05-2008,Female,Service,Yes,2,4,6.7,0.45
fffe3800330034003400,16-02-2008,Male,Service,Yes,2,3,5.7,0.37
fffe31003800310035003700,24-04-2008,Male,Service,Yes,4,8,6.2,0.54
fffe32003700340036003600,04-10-2008,Female,Service,No,5,8,7.4,0.72
fffe33003200320035003400,06-02-2008,Female,Service,Yes,2,4,6,0.44
fffe32003300360035003700,01-06-2008,Female,Service,No,2,4,4.3,0.3
fffe3600330033003200,30-12-2008,Male,Service,Yes,2,5,6.3,0.39
fffe31003800390036003800,24-11-2008,Male,Service,Yes,2,4,6.1,0.45
fffe33003200310036003200,07-05-2008,Female,Service,Yes,1,3,4.8,0.34
fffe32003200350039003800,28-06-2008,Male,Service,Yes,1,4,,0.53
fffe31003800360030003200,12-05-2008,Female,Service,No,3,7,,0.71
fffe32003100380031003600,16-07-2008,Male,Service,No,2,6,5.9,0.53
fffe3300320031003900,31-10-2008,Male,Service,No,2,6,7.2,0.56
fffe32003300310035003500,05-06-2008,Female,Product,No,3,5,4.5,0.39
fffe31003000340035003000,28-04-2008,Male,Service,Yes,1,3,5.1,0.4
fffe33003100340035003300,01-11-2008,Male,Product,Yes,3,6,7.4,0.54
fffe3400370033003700,30-01-2008,Male,Service,No,2,4,3.8,0.27
fffe32003300350036003900,09-04-2008,Female,Service,Yes,4,9,10,1
fffe3200310032003700,23-05-2008,Female,Product,No,4,8,7.3,0.74
fffe3800320037003900,26-04-2008,Female,Service,Yes,3,5,5.1,0.38
fffe31003800340032003500,21-11-2008,Female,Service,No,2,4,4.2,
fffe32003800330034003700,17-10-2008,Female,Service,Yes,2,3,3.5,0.2
fffe3100310036003600,11-01-2008,Male,Product,Yes,3,5,4.8,0.39
fffe32003200350035003200,19-09-2008,Male,Product,No,2,5,,0.56
fffe31003700340038003600,29-05-2008,Male,Product,Yes,2,4,6.6,0.44
fffe3700370033003800,07-01-2008,Male,Product,No,3,7,9.8,0.86
fffe3600360036003200,14-02-2008,Female,Service,Yes,0,1,2.1,0.17
fffe31003900380037003800,19-11-2008,Female,Product,Yes,0,3,4.4,0.32
fffe3200390034003400,26-10-2008,Male,Service,No,3,5,5.3,0.47
fffe31003600330032003600,27-10-2008,Female,Product,No,5,,9.5,0.86
fffe31003200350032003400,23-04-2008,Female,Product,Yes,1,4,4.9,0.38
fffe31003500320039003800,03-08-2008,Female,Service,No,1,1,,0.27
fffe3100300032003100,25-02-2008,Female,Service,No,3,6,6.3,0.51
fffe31003700360037003500,06-11-2008,Female,Product,No,2,5,5.2,0.42
fffe32003800350034003800,25-04-2008,Female,Product,No,3,6,6.9,0.52
fffe31003600300038003100,13-10-2008,Male,Service,No,4,7,7,0.63
fffe31003300320039003300,16-04-2008,Female,Service,Yes,1,3,4.6,0.35
fffe32003900350033003800,18-09-2008,Female,Product,Yes,1,2,3.2,0.25
fffe32003200320033003000,19-09-2008,Male,Service,No,4,7,6.9,0.61
fffe33003200300035003500,27-08-2008,Male,Service,No,2,4,5.1,0.38
fffe32003900310038003000,28-10-2008,Male,Service,No,2,5,6.2,0.57
fffe3900370037003400,18-09-2008,Male,Service,No,1,4,6,0.51
fffe33003200350035003500,21-09-2008,Female,Product,No,3,6,6.2,0.59
fffe31003600300039003300,09-04-2008,Female,Service,Yes,3,5,5.6,0.43
fffe32003100380035003500,11-03-2008,Female,Service,No,2,5,7.5,0.58
fffe31003700350038003700,15-01-2008,Female,Service,No,3,5,,0.41
fffe32003600340031003800,18-11-2008,Female,Service,Yes,2,4,5.2,0.42
fffe31003600320032003700,11-10-2008,Female,Service,No,3,6,6,0.52
fffe3800300031003500,07-08-2008,Male,Service,Yes,2,5,6.2,0.44
fffe31003400390038003900,25-05-2008,Female,Service,Yes,1,,5.6,0.39
fffe32003100370034003500,13-06-2008,Female,Product,Yes,3,,,0.41
fffe31003400300039003100,18-05-2008,Male,Product,Yes,3,5,8.2,0.65
fffe3600360032003400,18-03-2008,Female,Service,No,2,5,5.3,0.37
fffe31003600390030003100,13-07-2008,Male,Service,No,2,4,6.7,0.45
fffe32003300350037003500,23-08-2008,Male,Service,Yes,2,4,7.1,0.5
fffe3500330035003900,22-01-2008,Female,Service,Yes,2,4,5.4,0.33
fffe33003300300031003200,28-09-2008,Female,Product,Yes,0,1,0.9,0.05
fffe3300320030003100,30-03-2008,Female,Service,Yes,3,6,6.5,0.46
fffe33003100310034003300,13-09-2008,Male,Service,Yes,2,6,6.7,0.63
fffe3300340030003100,09-01-2008,Female,Service,Yes,1,,4.6,0.3
fffe3100300037003300,26-03-2008,Female,Service,No,2,4,6.3,0.62
fffe3700340039003700,25-06-2008,Female,Service,Yes,3,5,4.3,0.38
fffe32003700330032003700,21-07-2008,Female,Service,Yes,2,4,6.6,0.47
fffe32003500310030003200,08-01-2008,Male,Service,No,2,2,2.8,0.1
fffe3500330031003900,28-12-2008,Male,Product,No,4,6,6.5,0.58
fffe31003600330036003400,28-10-2008,Female,Product,Yes,3,5,5.9,0.48
fffe360037003800,22-02-2008,Female,Service,Yes,1,3,4.4,0.36
fffe31003700310030003700,27-01-2008,Female,Service,No,2,4,6.1,0.43
fffe31003700390034003200,13-07-2008,Male,Service,Yes,2,4,5.8,0.39
fffe3900310034003400,14-10-2008,Female,Service,No,1,2,6,0.42
fffe3600300034003900,09-09-2008,Female,Service,Yes,2,4,4.6,0.4
fffe32003700320039003400,11-07-2008,Female,Service,Yes,1,2,5.8,0.45
fffe31003900310030003200,28-10-2008,Female,Service,No,0,1,,
fffe32003400380039003100,07-11-2008,Female,Service,No,4,7,8.8,0.7
fffe3100320032003400,18-07-2008,Female,Product,No,3,5,7.3,0.67
fffe32003200340030003800,15-09-2008,Female,Product,No,2,4,6.9,0.5
fffe32003200320039003300,18-06-2008,Male,Service,Yes,2,4,5.2,0.39
fffe31003200330030003300,10-10-2008,Male,Product,Yes,2,4,3.2,0.15
fffe32003600350035003100,30-01-2008,Female,Service,No,2,3,6.1,0.42
fffe3300300039003800,13-12-2008,Female,Service,No,2,6,7.1,0.69
fffe32003400340030003100,02-02-2008,Female,Service,Yes,2,5,6.7,0.59
fffe31003900390030003600,27-10-2008,Female,Service,Yes,1,,4,0.34
fffe32003600380039003000,09-05-2008,Female,Service,No,0,1,0,0
fffe31003900320030003100,21-06-2008,Male,Product,Yes,2,4,8.4,0.66
fffe31003300330035003300,28-03-2008,Male,Service,No,3,6,6.2,0.54
fffe3400390032003100,22-06-2008,Male,Product,Yes,1,4,5.2,0.42
fffe3600300036003700,10-04-2008,Male,Service,No,2,6,7,0.65
fffe33003100370031003000,27-08-2008,Male,Product,No,2,3,6,0.39
fffe32003300380039003900,01-12-2008,Female,Product,Yes,1,1,0,0
fffe31003600380033003000,26-12-2008,Female,Service,Yes,3,7,6.5,0.61
fffe3800310032003900,29-08-2008,Female,Product,No,2,,5.8,
fffe31003700390039003600,04-10-2008,Female,Service,No,3,6,6.1,0.49
fffe3300390035003500,15-04-2008,Male,Product,No,3,6,7,0.59
fffe33003400300032003200,20-12-2008,Female,Service,Yes,1,1,2,0.08
fffe31003800330031003500,17-08-2008,Male,Service,Yes,2,3,,0.4
fffe32003800350037003300,24-03-2008,Male,Service,Yes,2,5,5.6,0.53
fffe3700360035003800,21-04-2008,Female,Service,No,3,6,,0.38
fffe31003700350030003400,23-04-2008,Female,Product,Yes,2,5,5.7,0.48
fffe31003100380033003300,02-07-2008,Female,Service,Yes,2,3,6.6,
fffe32003800380031003500,05-08-2008,Female,Product,Yes,1,4,5.8,0.33
fffe350034003900,03-06-2008,Female,Service,Yes,2,4,8.4,0.64
fffe33003300340038003600,17-09-2008,Female,Service,Yes,1,2,4.3,0.24
fffe32003200360037003400,28-07-2008,Female,Service,Yes,1,3,3.3,0.27
fffe32003600310035003000,11-09-2008,Female,Service,Yes,3,6,7.8,0.64
fffe32003900310037003300,20-02-2008,Male,Service,No,1,1,2.2,0.11
fffe3300320031003000,01-12-2008,Male,Service,Yes,3,5,5.4,0.4
fffe32003400350033003600,04-11-2008,Male,Service,Yes,1,3,5.8,0.38
fffe31003800300039003600,04-02-2008,Male,Service,No,2,4,3.7,0.32
fffe33003000390036003300,08-04-2008,Female,Service,No,3,4,5,0.31
fffe32003000380035003300,13-11-2008,Female,Service,Yes,1,2,3.9,0.19
fffe31003900390037003600,25-09-2008,Female,Product,No,3,7,,0.57
fffe32003400350032003700,15-07-2008,Female,Service,Yes,1,2,5.6,0.38
fffe32003500350030003500,02-11-2008,Female,Service,Yes,2,5,7.3,0.55
fffe3700380039003000,05-03-2008,Male,Product,No,4,7,7.5,0.59
fffe32003700330036003000,14-10-2008,Male,Service,Yes,3,5,5.7,0.48
fffe3100360031003500,25-02-2008,Female,Service,Yes,2,4,,0.44
fffe3200320037003800,02-04-2008,Female,Product,Yes,2,4,,0.67
fffe31003300360037003900,16-09-2008,Male,Product,Yes,2,4,5.8,0.41
fffe3200370038003000,23-06-2008,Male,Service,Yes,2,4,,0.25
fffe32003300350031003100,29-02-2008,Female,Service,Yes,1,2,5,0.28
fffe32003100310030003300,23-05-2008,Male,Service,No,3,5,6.7,0.5
fffe32003000340034003900,26-02-2008,Female,Service,No,3,5,5.7,
fffe31003900330032003900,16-01-2008,Female,Service,No,2,4,6,0.53
fffe32003300300038003900,20-03-2008,Male,Product,No,5,10,8.4,0.82
fffe3500310032003100,19-11-2008,Male,Product,No,5,,10,1
fffe33003000370037003800,11-10-2008,Male,Service,Yes,4,8,7.6,0.58
fffe31003300330037003700,04-01-2008,Male,Product,Yes,3,7,7.1,0.55
fffe31003600300034003100,01-07-2008,Male,Service,Yes,2,3,5,0.34
fffe32003700390033003100,20-11-2008,Female,Product,Yes,1,3,6.5,0.46
fffe32003700330037003600,12-05-2008,Male,Service,Yes,2,3,4.9,0.4
fffe32003800350030003100,20-05-2008,Male,Service,Yes,3,6,8.4,0.65
fffe3500310030003300,18-03-2008,Female,Service,No,3,5,4.5,0.35
fffe390036003300,02-04-2008,Male,Service,No,3,6,6.5,0.49
fffe3900330030003800,05-04-2008,Female,Service,Yes,0,1,3.6,0.16
fffe32003200370038003600,06-11-2008,Female,Service,Yes,2,4,5,0.45
fffe360031003200,05-05-2008,Female,Service,Yes,2,3,2.7,0.12
fffe32003100390030003400,19-01-2008,Female,Service,No,3,6,,0.63
fffe31003200380030003700,19-06-2008,Male,Product,Yes,2,5,5.7,0.39
fffe31003900320030003300,20-06-2008,Female,Product,Yes,0,,1.3,0.01
fffe32003400390039003400,22-06-2008,Female,Product,No,2,5,6,0.52
fffe32003000360032003800,20-01-2008,Male,Service,No,1,1,0.8,0.07
fffe31003500310038003000,13-03-2008,Female,Service,Yes,0,3,3.7,0.3
fffe31003400360034003000,19-01-2008,Female,Service,No,3,6,4.9,0.34
fffe33003300300037003200,15-12-2008,Female,Product,No,3,6,6.8,0.57
fffe3400390038003300,21-12-2008,Male,Service,Yes,3,6,6.4,0.43
fffe3300380038003400,24-07-2008,Female,Service,No,4,6,8,0.63
fffe3500370038003600,17-02-2008,Male,Service,No,5,8,9.1,0.81
fffe31003100380031003400,16-01-2008,Male,Service,Yes,3,5,5,0.4
fffe31003500350034003600,16-10-2008,Male,Service,Yes,3,6,6.6,0.56
fffe33003400360033003700,24-08-2008,Female,Product,No,5,10,8.5,0.84
fffe31003800330030003800,26-06-2008,Male,Service,Yes,3,6,6.6,0.59
fffe32003300350038003400,04-05-2008,Male,Service,Yes,4,9,8.6,0.82
fffe32003300330036003700,02-01-2008,Female,Service,Yes,1,2,2.3,0.08
fffe3800330036003100,11-09-2008,Female,Service,Yes,2,4,,0.35
fffe31003300350039003600,01-08-2008,Female,Service,No,4,7,,0.51
fffe3700320033003300,06-08-2008,Female,Service,No,4,8,7.2,
fffe33003300300034003100,15-03-2008,Female,Product,Yes,2,4,4.9,0.34
fffe3600310036003300,13-11-2008,Male,Service,No,3,7,8,0.68
fffe33003400310036003800,06-02-2008,Female,Service,No,2,5,7.8,0.69
fffe3900390036003400,22-05-2008,Male,Product,No,3,7,,0.75
fffe33003400360033003100,02-07-2008,Male,Service,Yes,2,5,6,0.52
fffe32003800350033003400,03-01-2008,Female,Service,No,4,6,6.2,0.54
fffe3400340031003000,26-09-2008,Male,Service,No,1,1,1.6,0.11
fffe32003900300037003900,24-11-2008,Male,Service,No,1,3,3.9,0.31
fffe32003700330039003700,13-08-2008,Female,Product,Yes,3,5,5.6,0.46
fffe33003400360032003300,09-09-2008,Male,Product,No,3,5,7.5,0.53
fffe3600320036003500,17-02-2008,Male,Service,Yes,1,4,4.7,
fffe32003900300033003600,09-11-2008,Female,Service,No,1,2,4.3,0.36
fffe3900340039003600,27-05-2008,Male,Service,No,2,4,6.5,0.64
fffe31003900390032003300,06-03-2008,Female,Service,No,3,6,5.8,0.55
fffe3900320038003000,24-12-2008,Female,Product,Yes,1,3,,0.41
fffe33003200390033003200,03-05-2008,Male,Service,Yes,2,3,4.4,0.29
fffe31003500350030003300,06-02-2008,Female,Service,No,0,1,3.9,0.16
fffe3400300030003800,14-02-2008,Male,Product,Yes,3,7,5.9,0.56
fffe3700340037003700,04-03-2008,Male,Service,Yes,3,6,6.8,0.55
fffe320035003900,12-04-2008,Female,Service,No,1,4,6.7,0.53
fffe33003100340032003200,06-08-2008,Male,Service,No,1,3,3.7,0.31
fffe32003000390034003600,19-12-2008,Male,Product,Yes,3,4,,0.42
fffe33003200370030003600,27-05-2008,Male,Service,No,4,8,7.1,0.7
fffe33003200370038003200,27-02-2008,Female,Service,Yes,1,3,3.9,0.25
fffe31003500380034003800,23-12-2008,Male,Product,No,2,5,7,0.69
fffe3600390034003400,26-07-2008,Female,Service,Yes,1,2,4.6,0.37
fffe31003600340039003800,21-02-2008,Male,Service,No,2,4,3.9,0.34
fffe3800340035003500,15-07-2008,Female,Product,No,2,3,4.7,0.25
fffe31003900360039003500,04-10-2008,Female,Product,Yes,1,,4.9,0.42
fffe33003000370037003500,28-08-2008,Female,Service,Yes,3,7,9.3,0.77
fffe32003000380037003100,21-12-2008,Female,Service,Yes,2,4,5.1,0.41
fffe3700380038003500,03-03-2008,Male,Service,No,3,,7.1,0.56
fffe31003800350035003000,14-03-2008,Male,Service,No,4,7,7,0.57
fffe33003100360032003400,18-05-2008,Female,Product,Yes,3,5,7.2,0.49
fffe31003000310033003000,24-12-2008,Male,Product,No,3,6,6.7,0.52
fffe32003400380033003400,31-08-2008,Male,Product,Yes,3,5,4.5,0.39
fffe33003200300033003100,04-06-2008,Female,Product,Yes,0,1,1.4,0.09
fffe3700390037003200,29-08-2008,Female,Product,Yes,1,2,4.6,0.34
fffe31003700360036003600,13-05-2008,Female,Service,Yes,0,2,,0.13
fffe31003600330032003800,14-11-2008,Female,Product,No,3,7,8.3,0.75
fffe35003100,18-11-2008,Female,Service,No,3,7,9.2,0.79
fffe3900360033003600,15-09-2008,Male,Service,Yes,3,6,5.8,
fffe31003000370031003600,05-06-2008,Male,Service,Yes,0,1,3.6,0.23
fffe31003700350035003100,14-06-2008,Female,Product,Yes,2,4,6.4,0.5
fffe31003500310039003500,15-06-2008,Female,Service,Yes,2,,5.6,0.49
fffe32003400320039003500,26-02-2008,Female,Product,Yes,3,5,6.6,0.48
fffe32003100380030003200,03-10-2008,Female,Service,Yes,3,6,7.6,0.54
fffe3800390035003300,28-12-2008,Female,Service,Yes,2,5,,0.58
fffe3300380037003800,14-08-2008,Male,Service,Yes,2,4,6.6,0.65
fffe31003400380039003300,15-01-2008,Female,Product,No,1,1,4.5,0.24
fffe3600300031003400,26-10-2008,Female,Service,Yes,0,1,0.2,0
fffe3600390030003800,06-01-2008,Female,Service,No,3,5,,0.38
fffe32003500350038003400,18-06-2008,Female,Service,No,0,1,2.2,0.14
fffe31003400330031003900,08-05-2008,Female,Service,No,1,3,3.6,0.21
fffe31003300380035003200,15-03-2008,Female,Product,No,1,,4,0.33
fffe33003200370035003400,18-04-2008,Female,Service,Yes,0,1,3,0.25
fffe33003100330037003900,26-04-2008,Male,Product,Yes,2,4,3.1,0.2
fffe32003400380032003000,16-05-2008,Male,Service,No,5,9,9.8,0.9
fffe31003800370034003700,12-06-2008,Female,Product,No,2,6,7.1,0.72
fffe33003000300031003000,18-12-2008,Female,Product,No,4,9,9,0.75
fffe3900340032003900,24-12-2008,Female,Service,Yes,1,3,1.8,0.14
fffe32003900300039003300,09-09-2008,Female,Service,Yes,3,4,5.7,0.43
fffe31003100310038003500,07-11-2008,Female,Service,No,2,4,3.5,0.22
fffe32003100380038003600,16-06-2008,Male,Product,Yes,1,2,3.1,0.16
fffe3900350039003400,11-06-2008,Male,Product,Yes,2,3,2.5,0.11
fffe31003400360033003900,17-05-2008,Female,Service,Yes,3,4,6.4,0.44
fffe33003100380033003400,23-04-2008,Female,Product,Yes,2,5,5.8,0.36
fffe3900330032003700,13-03-2008,Male,Service,Yes,2,5,5.8,0.41
fffe3400320036003100,11-10-2008,Female,Service,Yes,2,4,,0.48
fffe3600330036003200,04-05-2008,Female,Service,Yes,0,1,0,0
fffe33003000380037003700,08-05-2008,Male,Service,Yes,3,6,7.8,0.57
fffe31003400320037003100,25-02-2008,Female,Product,No,1,2,5,0.41
fffe3400340038003700,03-01-2008,Female,Product,Yes,3,4,4.5,0.39
fffe32003400340039003100,11-01-2008,Male,Product,Yes,2,4,3.3,0.26
fffe31003400380033003900,02-06-2008,Female,Service,Yes,3,6,5.4,0.48
fffe33003000370032003200,24-03-2008,Female,Service,No,1,1,2.6,0.07
fffe33003000320038003000,09-01-2008,Male,Service,Yes,4,9,7.8,0.81
fffe31003100340038003100,18-12-2008,Female,Service,No,3,,5.5,0.49
fffe31003700350034003100,24-08-2008,Male,Service,No,1,5,7,0.53
fffe3900370032003900,28-01-2008,Male,Service,No,2,4,8.2,0.66
fffe32003500,20-03-2008,Female,Service,Yes,1,3,5.5,0.39
fffe33003100380035003000,28-01-2008,Female,Service,Yes,3,5,5.1,0.47
fffe3500380030003300,17-08-2008,Male,Product,Yes,3,6,7.5,0.67
fffe32003000360037003100,12-05-2008,Female,Product,No,2,5,7.9,0.58
fffe31003200380036003200,29-07-2008,Female,Service,No,2,4,4,0.3
